source_id,recommendation_id,source_name,source_type,trust_level,last_updated,description,data_collected
SRC-03368,REC-0843,Network Activity,NetFlow Collector,Very High,2026-06-18 23:44,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-03369,REC-0844,Historical Incident Records,Incident Registry,High,2026-06-09 23:10,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-03370,REC-0844,Security Logs,SIEM Stream,High,2026-06-09 23:33,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-03371,REC-0844,Threat Intelligence Feeds,External Threat Intel,Moderate,2026-06-09 23:51,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-03372,REC-0844,Malware Detection Engine,Antivirus Scanner,Moderate,2026-06-09 23:39,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-03373,REC-0844,Authentication Events,Identity Provider,High,2026-06-09 23:30,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-03374,REC-0845,Authentication Events,Identity Provider,High,2026-06-15 23:33,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-03375,REC-0845,Device Telemetry,Endpoint Agent,Very High,2026-06-15 23:08,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-03376,REC-0845,Endpoint Detection Systems,EDR Engine,High,2026-06-15 23:14,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-03377,REC-0845,Security Logs,SIEM Stream,High,2026-06-15 23:51,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-03378,REC-0845,Network Anomaly Detection,IDS/IPS System,High,2026-06-15 23:55,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-03379,REC-0846,Security Logs,SIEM Stream,High,2026-06-05 23:48,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-03380,REC-0846,Threat Intelligence Feeds,External Threat Intel,High,2026-06-05 23:01,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-03381,REC-0846,Network Activity,NetFlow Collector,Very High,2026-06-05 23:51,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-03382,REC-0846,Malware Detection Engine,Antivirus Scanner,Very High,2026-06-05 23:56,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-03383,REC-0847,Patch Compliance Records,Systems Management,High,2026-05-12 23:43,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-03384,REC-0847,Security Logs,SIEM Stream,High,2026-05-12 23:51,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-03385,REC-0847,Device Telemetry,Endpoint Agent,Low,2026-05-12 23:19,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-03386,REC-0847,Network Anomaly Detection,IDS/IPS System,Very High,2026-05-12 23:07,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-03387,REC-0847,Network Activity,NetFlow Collector,High,2026-05-12 23:19,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-03388,REC-0848,Device Telemetry,Endpoint Agent,High,2026-06-07 23:17,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-03389,REC-0848,Threat Intelligence Feeds,External Threat Intel,Very High,2026-06-07 23:21,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-03390,REC-0848,Endpoint Detection Systems,EDR Engine,High,2026-06-07 23:50,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-03391,REC-0849,Endpoint Detection Systems,EDR Engine,High,2026-06-17 23:32,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-03392,REC-0849,Device Telemetry,Endpoint Agent,Moderate,2026-06-17 23:11,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-03393,REC-0849,Threat Intelligence Feeds,External Threat Intel,Very High,2026-06-17 23:32,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-03394,REC-0849,Security Logs,SIEM Stream,Very High,2026-06-17 23:36,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-03395,REC-0850,Endpoint Detection Systems,EDR Engine,High,2026-06-15 23:15,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-03396,REC-0850,Patch Compliance Records,Systems Management,Very High,2026-06-15 23:23,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-03397,REC-0850,Historical Incident Records,Incident Registry,Low,2026-06-15 23:29,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-03398,REC-0850,Network Anomaly Detection,IDS/IPS System,Very High,2026-06-15 23:05,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-03399,REC-0850,Device Telemetry,Endpoint Agent,High,2026-06-15 23:57,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-03400,REC-0851,Network Anomaly Detection,IDS/IPS System,Very High,2026-05-21 23:06,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-03401,REC-0851,Network Activity,NetFlow Collector,Moderate,2026-05-21 23:08,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-03402,REC-0851,Threat Intelligence Feeds,External Threat Intel,Moderate,2026-05-21 23:56,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-03403,REC-0851,Authentication Events,Identity Provider,Low,2026-05-21 23:21,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-03404,REC-0851,Patch Compliance Records,Systems Management,High,2026-05-21 23:01,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-03405,REC-0852,Security Logs,SIEM Stream,Moderate,2026-05-07 23:29,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-03406,REC-0852,Patch Compliance Records,Systems Management,High,2026-05-07 23:20,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-03407,REC-0852,Malware Detection Engine,Antivirus Scanner,Low,2026-05-07 23:47,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-03408,REC-0853,Malware Detection Engine,Antivirus Scanner,Moderate,2026-05-25 23:58,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-03409,REC-0853,Historical Incident Records,Incident Registry,High,2026-05-25 23:38,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-03410,REC-0853,Patch Compliance Records,Systems Management,Moderate,2026-05-25 23:15,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-03411,REC-0853,Network Activity,NetFlow Collector,Moderate,2026-05-25 23:48,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-03412,REC-0853,Authentication Events,Identity Provider,Very High,2026-05-25 23:06,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-03413,REC-0854,Network Anomaly Detection,IDS/IPS System,Very High,2026-06-02 23:25,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-03414,REC-0854,Historical Incident Records,Incident Registry,Moderate,2026-06-02 23:01,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-03415,REC-0854,Network Activity,NetFlow Collector,Moderate,2026-06-02 23:45,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-03416,REC-0854,Security Logs,SIEM Stream,Very High,2026-06-02 23:54,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-03417,REC-0855,Device Telemetry,Endpoint Agent,High,2026-05-17 23:18,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-03418,REC-0855,Malware Detection Engine,Antivirus Scanner,Very High,2026-05-17 23:05,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-03419,REC-0855,Security Logs,SIEM Stream,High,2026-05-17 23:39,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-03420,REC-0856,Device Telemetry,Endpoint Agent,Very High,2026-05-30 23:21,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-03421,REC-0856,Malware Detection Engine,Antivirus Scanner,High,2026-05-30 23:35,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-03422,REC-0856,Security Logs,SIEM Stream,Very High,2026-05-30 23:17,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-03423,REC-0856,Patch Compliance Records,Systems Management,Moderate,2026-05-30 23:29,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-03424,REC-0856,Network Activity,NetFlow Collector,Moderate,2026-05-30 23:18,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-03425,REC-0857,Endpoint Detection Systems,EDR Engine,Low,2026-06-19 23:10,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-03426,REC-0857,Network Activity,NetFlow Collector,Very High,2026-06-19 23:53,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-03427,REC-0857,Network Anomaly Detection,IDS/IPS System,Low,2026-06-19 23:20,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-03428,REC-0857,Malware Detection Engine,Antivirus Scanner,Very High,2026-06-19 23:29,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-03429,REC-0857,Security Logs,SIEM Stream,Very High,2026-06-19 23:04,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-03430,REC-0858,Malware Detection Engine,Antivirus Scanner,High,2026-05-11 23:55,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-03431,REC-0858,Historical Incident Records,Incident Registry,Low,2026-05-11 23:24,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-03432,REC-0858,Device Telemetry,Endpoint Agent,High,2026-05-11 23:48,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-03433,REC-0858,Authentication Events,Identity Provider,Low,2026-05-11 23:47,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-03434,REC-0858,Network Activity,NetFlow Collector,High,2026-05-11 23:30,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-03435,REC-0859,Endpoint Detection Systems,EDR Engine,High,2026-06-07 23:41,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-03436,REC-0859,Malware Detection Engine,Antivirus Scanner,Moderate,2026-06-07 23:25,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-03437,REC-0859,Authentication Events,Identity Provider,Very High,2026-06-07 23:06,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-03438,REC-0859,Threat Intelligence Feeds,External Threat Intel,Moderate,2026-06-07 23:54,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-03439,REC-0859,Historical Incident Records,Incident Registry,High,2026-06-07 23:56,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-03440,REC-0860,Threat Intelligence Feeds,External Threat Intel,Very High,2026-06-11 23:24,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-03441,REC-0860,Malware Detection Engine,Antivirus Scanner,Very High,2026-06-11 23:52,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-03442,REC-0860,Network Activity,NetFlow Collector,Moderate,2026-06-11 23:35,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-03443,REC-0860,Patch Compliance Records,Systems Management,High,2026-06-11 23:07,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-03444,REC-0861,Security Logs,SIEM Stream,High,2026-06-06 23:45,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-03445,REC-0861,Historical Incident Records,Incident Registry,High,2026-06-06 23:22,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-03446,REC-0861,Authentication Events,Identity Provider,Very High,2026-06-06 23:16,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-03447,REC-0862,Security Logs,SIEM Stream,Very High,2026-05-14 23:44,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-03448,REC-0862,Endpoint Detection Systems,EDR Engine,High,2026-05-14 23:08,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-03449,REC-0862,Network Activity,NetFlow Collector,Very High,2026-05-14 23:33,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-03450,REC-0862,Device Telemetry,Endpoint Agent,High,2026-05-14 23:03,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-03451,REC-0862,Patch Compliance Records,Systems Management,Moderate,2026-05-14 23:52,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-03452,REC-0863,Historical Incident Records,Incident Registry,High,2026-05-23 23:37,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-03453,REC-0863,Network Anomaly Detection,IDS/IPS System,Low,2026-05-23 23:33,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-03454,REC-0863,Endpoint Detection Systems,EDR Engine,High,2026-05-23 23:35,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-03455,REC-0863,Device Telemetry,Endpoint Agent,Very High,2026-05-23 23:27,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-03456,REC-0864,Network Anomaly Detection,IDS/IPS System,High,2026-06-19 23:46,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-03457,REC-0864,Authentication Events,Identity Provider,High,2026-06-19 23:39,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-03458,REC-0864,Threat Intelligence Feeds,External Threat Intel,High,2026-06-19 23:47,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-03459,REC-0865,Device Telemetry,Endpoint Agent,Very High,2026-05-16 23:56,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-03460,REC-0865,Network Activity,NetFlow Collector,Very High,2026-05-16 23:17,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-03461,REC-0865,Historical Incident Records,Incident Registry,High,2026-05-16 23:30,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-03462,REC-0865,Threat Intelligence Feeds,External Threat Intel,High,2026-05-16 23:16,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-03463,REC-0866,Network Activity,NetFlow Collector,Low,2026-05-17 23:10,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-03464,REC-0866,Patch Compliance Records,Systems Management,High,2026-05-17 23:09,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-03465,REC-0866,Historical Incident Records,Incident Registry,Very High,2026-05-17 23:21,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-03466,REC-0866,Endpoint Detection Systems,EDR Engine,Very High,2026-05-17 23:26,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-03467,REC-0867,Malware Detection Engine,Antivirus Scanner,High,2026-05-15 23:56,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-03468,REC-0867,Network Anomaly Detection,IDS/IPS System,Low,2026-05-15 23:43,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-03469,REC-0867,Threat Intelligence Feeds,External Threat Intel,High,2026-05-15 23:34,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-03470,REC-0868,Threat Intelligence Feeds,External Threat Intel,High,2026-05-13 23:27,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-03471,REC-0868,Authentication Events,Identity Provider,High,2026-05-13 23:43,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-03472,REC-0868,Malware Detection Engine,Antivirus Scanner,Moderate,2026-05-13 23:04,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-03473,REC-0869,Historical Incident Records,Incident Registry,Very High,2026-06-01 23:12,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-03474,REC-0869,Patch Compliance Records,Systems Management,High,2026-06-01 23:39,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-03475,REC-0869,Endpoint Detection Systems,EDR Engine,Low,2026-06-01 23:14,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-03476,REC-0869,Malware Detection Engine,Antivirus Scanner,High,2026-06-01 23:45,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-03477,REC-0870,Endpoint Detection Systems,EDR Engine,Very High,2026-06-15 23:28,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-03478,REC-0870,Authentication Events,Identity Provider,Very High,2026-06-15 23:02,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-03479,REC-0870,Security Logs,SIEM Stream,High,2026-06-15 23:25,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-03480,REC-0871,Historical Incident Records,Incident Registry,Very High,2026-05-16 23:35,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-03481,REC-0871,Patch Compliance Records,Systems Management,Very High,2026-05-16 23:35,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-03482,REC-0871,Network Anomaly Detection,IDS/IPS System,Moderate,2026-05-16 23:53,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-03483,REC-0871,Device Telemetry,Endpoint Agent,Very High,2026-05-16 23:07,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-03484,REC-0872,Network Anomaly Detection,IDS/IPS System,Very High,2026-06-11 23:11,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-03485,REC-0872,Threat Intelligence Feeds,External Threat Intel,High,2026-06-11 23:19,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-03486,REC-0872,Patch Compliance Records,Systems Management,High,2026-06-11 23:12,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-03487,REC-0872,Network Activity,NetFlow Collector,High,2026-06-11 23:03,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-03488,REC-0872,Device Telemetry,Endpoint Agent,High,2026-06-11 23:11,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-03489,REC-0873,Authentication Events,Identity Provider,Very High,2026-05-11 23:55,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-03490,REC-0873,Security Logs,SIEM Stream,Very High,2026-05-11 23:06,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-03491,REC-0873,Patch Compliance Records,Systems Management,Very High,2026-05-11 23:18,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-03492,REC-0873,Device Telemetry,Endpoint Agent,High,2026-05-11 23:46,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-03493,REC-0873,Network Activity,NetFlow Collector,High,2026-05-11 23:14,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-03494,REC-0874,Device Telemetry,Endpoint Agent,Very High,2026-06-05 23:17,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-03495,REC-0874,Security Logs,SIEM Stream,Moderate,2026-06-05 23:05,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-03496,REC-0874,Malware Detection Engine,Antivirus Scanner,High,2026-06-05 23:52,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-03497,REC-0874,Authentication Events,Identity Provider,Moderate,2026-06-05 23:09,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-03498,REC-0874,Threat Intelligence Feeds,External Threat Intel,High,2026-06-05 23:53,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-03499,REC-0875,Malware Detection Engine,Antivirus Scanner,Very High,2026-05-10 23:06,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-03500,REC-0875,Network Activity,NetFlow Collector,Moderate,2026-05-10 23:28,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-03501,REC-0875,Authentication Events,Identity Provider,Very High,2026-05-10 23:52,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-03502,REC-0875,Device Telemetry,Endpoint Agent,Low,2026-05-10 23:06,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-03503,REC-0875,Historical Incident Records,Incident Registry,Moderate,2026-05-10 23:19,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-03504,REC-0876,Device Telemetry,Endpoint Agent,Very High,2026-05-26 23:51,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-03505,REC-0876,Threat Intelligence Feeds,External Threat Intel,High,2026-05-26 23:53,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-03506,REC-0876,Security Logs,SIEM Stream,High,2026-05-26 23:58,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-03507,REC-0876,Network Anomaly Detection,IDS/IPS System,High,2026-05-26 23:42,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-03508,REC-0876,Historical Incident Records,Incident Registry,Very High,2026-05-26 23:06,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-03509,REC-0877,Endpoint Detection Systems,EDR Engine,Very High,2026-06-02 23:04,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-03510,REC-0877,Historical Incident Records,Incident Registry,Moderate,2026-06-02 23:52,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-03511,REC-0877,Security Logs,SIEM Stream,Moderate,2026-06-02 23:17,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-03512,REC-0877,Device Telemetry,Endpoint Agent,High,2026-06-02 23:32,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-03513,REC-0877,Network Activity,NetFlow Collector,Moderate,2026-06-02 23:17,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-03514,REC-0878,Threat Intelligence Feeds,External Threat Intel,Moderate,2026-06-18 23:22,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-03515,REC-0878,Historical Incident Records,Incident Registry,Very High,2026-06-18 23:27,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-03516,REC-0878,Device Telemetry,Endpoint Agent,High,2026-06-18 23:18,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-03517,REC-0879,Device Telemetry,Endpoint Agent,Moderate,2026-05-16 23:39,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-03518,REC-0879,Malware Detection Engine,Antivirus Scanner,High,2026-05-16 23:17,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-03519,REC-0879,Network Activity,NetFlow Collector,Very High,2026-05-16 23:15,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
