recommendation_id,device_id,case_id,counter_consideration
REC-0988,DEV-0116,CASE-0988,Internal pen-test activity can mimic external scanning patterns.
REC-0989,DEV-0041,CASE-0989,This device model often triggers benign network scans during backup jobs.
REC-0990,DEV-0082,CASE-0990,Historical false positives were linked to scheduled QA stress tests.
REC-0991,DEV-0033,CASE-0991,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0992,DEV-0182,CASE-0992,Historical false positives were linked to scheduled QA stress tests.
REC-0993,DEV-0015,CASE-0993,Finance remote logins may reflect approved work-from-new-location policy.
REC-0994,DEV-0135,CASE-0994,Historical false positives were linked to scheduled QA stress tests.
REC-0995,DEV-0099,CASE-0995,Finance remote logins may reflect approved work-from-new-location policy.
REC-0996,DEV-0129,CASE-0996,Historical false positives were linked to scheduled QA stress tests.
REC-0997,DEV-0100,CASE-0997,Historical false positives were linked to scheduled QA stress tests.
REC-0998,DEV-0021,CASE-0998,Historical false positives were linked to scheduled QA stress tests.
REC-0999,DEV-0134,CASE-0999,Finance remote logins may reflect approved work-from-new-location policy.
REC-1000,DEV-0242,CASE-1000,Staging servers routinely generate burst traffic during nightly test runs.
