recommendation_id,device_id,case_id,evidence_type,weight_percentage,description
REC-0318,DEV-0171,CASE-0318,Failed Logins,36.2,Failed Logins detected on DEV-0171-CORP with elevated correlation to deploy security patch.
REC-0318,DEV-0171,CASE-0318,Suspicious DNS Query,12.6,Suspicious DNS Query detected on DEV-0171-CORP with elevated correlation to deploy security patch.
REC-0318,DEV-0171,CASE-0318,Data Exfiltration Pattern,2.0,Data Exfiltration Pattern detected on DEV-0171-CORP with elevated correlation to deploy security patch.
REC-0280,DEV-0200,CASE-0280,Data Exfiltration Pattern,10.1,Data Exfiltration Pattern detected on DEV-0200-CORP with elevated correlation to restrict network access.
REC-0280,DEV-0200,CASE-0280,Suspicious DNS Query,29.7,Suspicious DNS Query detected on DEV-0200-CORP with elevated correlation to restrict network access.
REC-0280,DEV-0200,CASE-0280,Failed Logins,3.1,Failed Logins detected on DEV-0200-CORP with elevated correlation to restrict network access.
REC-0280,DEV-0200,CASE-0280,Patch Violation,57.2,Patch Violation detected on DEV-0200-CORP with elevated correlation to restrict network access.
REC-0396,DEV-0009,CASE-0396,Anomalous Process,6.9,Anomalous Process detected on DEV-0009-CORP with elevated correlation to isolate endpoint.
REC-0396,DEV-0009,CASE-0396,Failed Logins,54.5,Failed Logins detected on DEV-0009-CORP with elevated correlation to isolate endpoint.
REC-0396,DEV-0009,CASE-0396,Data Exfiltration Pattern,38.6,Data Exfiltration Pattern detected on DEV-0009-CORP with elevated correlation to isolate endpoint.
REC-0252,DEV-0116,CASE-0252,Suspicious DNS Query,3.0,Suspicious DNS Query detected on DEV-0116-CORP with elevated correlation to escalate to human review.
REC-0252,DEV-0116,CASE-0252,Network Activity,82.9,Network Activity detected on DEV-0116-CORP with elevated correlation to escalate to human review.
REC-0252,DEV-0116,CASE-0252,Privilege Escalation,14.1,Privilege Escalation detected on DEV-0116-CORP with elevated correlation to escalate to human review.
REC-0649,DEV-0021,CASE-0649,Network Activity,69.6,Network Activity detected on DEV-0021-CORP with elevated correlation to force password reset.
REC-0649,DEV-0021,CASE-0649,Malware Signature,2.3,Malware Signature detected on DEV-0021-CORP with elevated correlation to force password reset.
REC-0649,DEV-0021,CASE-0649,Anomalous Process,28.0,Anomalous Process detected on DEV-0021-CORP with elevated correlation to force password reset.
REC-0879,DEV-0186,CASE-0879,Anomalous Process,4.2,Anomalous Process detected on DEV-0186-CORP with elevated correlation to restrict network access.
REC-0879,DEV-0186,CASE-0879,Malware Signature,51.8,Malware Signature detected on DEV-0186-CORP with elevated correlation to restrict network access.
REC-0879,DEV-0186,CASE-0879,Failed Logins,44.0,Failed Logins detected on DEV-0186-CORP with elevated correlation to restrict network access.
REC-0601,DEV-0001,CASE-0601,Anomalous Process,66.6,Anomalous Process detected on DEV-0001-CORP with elevated correlation to force password reset.
REC-0601,DEV-0001,CASE-0601,Failed Logins,11.3,Failed Logins detected on DEV-0001-CORP with elevated correlation to force password reset.
REC-0601,DEV-0001,CASE-0601,Suspicious DNS Query,3.2,Suspicious DNS Query detected on DEV-0001-CORP with elevated correlation to force password reset.
REC-0601,DEV-0001,CASE-0601,Patch Violation,18.8,Patch Violation detected on DEV-0001-CORP with elevated correlation to force password reset.
REC-0914,DEV-0030,CASE-0914,Suspicious DNS Query,35.6,Suspicious DNS Query detected on DEV-0030-CORP with elevated correlation to quarantine device.
REC-0914,DEV-0030,CASE-0914,Malware Signature,42.6,Malware Signature detected on DEV-0030-CORP with elevated correlation to quarantine device.
REC-0914,DEV-0030,CASE-0914,Patch Violation,21.8,Patch Violation detected on DEV-0030-CORP with elevated correlation to quarantine device.
REC-0320,DEV-0220,CASE-0320,Privilege Escalation,8.6,Privilege Escalation detected on DEV-0220-CORP with elevated correlation to escalate to human review.
REC-0320,DEV-0220,CASE-0320,Data Exfiltration Pattern,29.7,Data Exfiltration Pattern detected on DEV-0220-CORP with elevated correlation to escalate to human review.
REC-0320,DEV-0220,CASE-0320,Malware Signature,46.4,Malware Signature detected on DEV-0220-CORP with elevated correlation to escalate to human review.
REC-0320,DEV-0220,CASE-0320,Network Activity,8.4,Network Activity detected on DEV-0220-CORP with elevated correlation to escalate to human review.
REC-0320,DEV-0220,CASE-0320,Suspicious DNS Query,6.9,Suspicious DNS Query detected on DEV-0220-CORP with elevated correlation to escalate to human review.
REC-0379,DEV-0084,CASE-0379,Malware Signature,51.2,Malware Signature detected on DEV-0084-CORP with elevated correlation to monitor device activity.
REC-0379,DEV-0084,CASE-0379,Suspicious DNS Query,22.7,Suspicious DNS Query detected on DEV-0084-CORP with elevated correlation to monitor device activity.
REC-0379,DEV-0084,CASE-0379,Network Activity,20.6,Network Activity detected on DEV-0084-CORP with elevated correlation to monitor device activity.
REC-0379,DEV-0084,CASE-0379,Data Exfiltration Pattern,5.5,Data Exfiltration Pattern detected on DEV-0084-CORP with elevated correlation to monitor device activity.
REC-0778,DEV-0016,CASE-0778,Network Activity,72.4,Network Activity detected on DEV-0016-CORP with elevated correlation to escalate to human review.
REC-0778,DEV-0016,CASE-0778,Malware Signature,25.1,Malware Signature detected on DEV-0016-CORP with elevated correlation to escalate to human review.
REC-0778,DEV-0016,CASE-0778,Anomalous Process,2.5,Anomalous Process detected on DEV-0016-CORP with elevated correlation to escalate to human review.
REC-0053,DEV-0151,CASE-0053,Suspicious DNS Query,15.4,Suspicious DNS Query detected on DEV-0151-CORP with elevated correlation to force password reset.
REC-0053,DEV-0151,CASE-0053,Failed Logins,20.2,Failed Logins detected on DEV-0151-CORP with elevated correlation to force password reset.
REC-0053,DEV-0151,CASE-0053,Data Exfiltration Pattern,19.7,Data Exfiltration Pattern detected on DEV-0151-CORP with elevated correlation to force password reset.
REC-0053,DEV-0151,CASE-0053,Anomalous Process,24.4,Anomalous Process detected on DEV-0151-CORP with elevated correlation to force password reset.
REC-0053,DEV-0151,CASE-0053,Patch Violation,20.3,Patch Violation detected on DEV-0151-CORP with elevated correlation to force password reset.
REC-0345,DEV-0004,CASE-0345,Data Exfiltration Pattern,80.0,Data Exfiltration Pattern detected on DEV-0004-CORP with elevated correlation to escalate to human review.
REC-0345,DEV-0004,CASE-0345,Network Activity,19.1,Network Activity detected on DEV-0004-CORP with elevated correlation to escalate to human review.
REC-0345,DEV-0004,CASE-0345,Patch Violation,1.0,Patch Violation detected on DEV-0004-CORP with elevated correlation to escalate to human review.
REC-0309,DEV-0113,CASE-0309,Patch Violation,4.2,Patch Violation detected on DEV-0113-CORP with elevated correlation to escalate to human review.
REC-0309,DEV-0113,CASE-0309,Data Exfiltration Pattern,0.2,Data Exfiltration Pattern detected on DEV-0113-CORP with elevated correlation to escalate to human review.
REC-0309,DEV-0113,CASE-0309,Malware Signature,51.6,Malware Signature detected on DEV-0113-CORP with elevated correlation to escalate to human review.
REC-0309,DEV-0113,CASE-0309,Privilege Escalation,44.0,Privilege Escalation detected on DEV-0113-CORP with elevated correlation to escalate to human review.
REC-0364,DEV-0031,CASE-0364,Data Exfiltration Pattern,62.7,Data Exfiltration Pattern detected on DEV-0031-CORP with elevated correlation to force password reset.
REC-0364,DEV-0031,CASE-0364,Anomalous Process,11.1,Anomalous Process detected on DEV-0031-CORP with elevated correlation to force password reset.
REC-0364,DEV-0031,CASE-0364,Malware Signature,26.2,Malware Signature detected on DEV-0031-CORP with elevated correlation to force password reset.
REC-0417,DEV-0237,CASE-0417,Malware Signature,45.5,Malware Signature detected on DEV-0237-CORP with elevated correlation to deploy security patch.
REC-0417,DEV-0237,CASE-0417,Suspicious DNS Query,11.3,Suspicious DNS Query detected on DEV-0237-CORP with elevated correlation to deploy security patch.
REC-0417,DEV-0237,CASE-0417,Data Exfiltration Pattern,23.1,Data Exfiltration Pattern detected on DEV-0237-CORP with elevated correlation to deploy security patch.
REC-0417,DEV-0237,CASE-0417,Patch Violation,20.0,Patch Violation detected on DEV-0237-CORP with elevated correlation to deploy security patch.
REC-0397,DEV-0098,CASE-0397,Network Activity,56.9,Network Activity detected on DEV-0098-CORP with elevated correlation to deploy security patch.
REC-0397,DEV-0098,CASE-0397,Anomalous Process,17.4,Anomalous Process detected on DEV-0098-CORP with elevated correlation to deploy security patch.
REC-0397,DEV-0098,CASE-0397,Data Exfiltration Pattern,24.7,Data Exfiltration Pattern detected on DEV-0098-CORP with elevated correlation to deploy security patch.
REC-0397,DEV-0098,CASE-0397,Privilege Escalation,1.0,Privilege Escalation detected on DEV-0098-CORP with elevated correlation to deploy security patch.
REC-0681,DEV-0068,CASE-0681,Data Exfiltration Pattern,16.0,Data Exfiltration Pattern detected on DEV-0068-CORP with elevated correlation to monitor device activity.
REC-0681,DEV-0068,CASE-0681,Failed Logins,9.6,Failed Logins detected on DEV-0068-CORP with elevated correlation to monitor device activity.
REC-0681,DEV-0068,CASE-0681,Suspicious DNS Query,73.9,Suspicious DNS Query detected on DEV-0068-CORP with elevated correlation to monitor device activity.
REC-0681,DEV-0068,CASE-0681,Anomalous Process,0.5,Anomalous Process detected on DEV-0068-CORP with elevated correlation to monitor device activity.
REC-0034,DEV-0070,CASE-0034,Suspicious DNS Query,66.6,Suspicious DNS Query detected on DEV-0070-CORP with elevated correlation to monitor device activity.
REC-0034,DEV-0070,CASE-0034,Failed Logins,8.5,Failed Logins detected on DEV-0070-CORP with elevated correlation to monitor device activity.
REC-0034,DEV-0070,CASE-0034,Network Activity,10.6,Network Activity detected on DEV-0070-CORP with elevated correlation to monitor device activity.
REC-0034,DEV-0070,CASE-0034,Anomalous Process,7.9,Anomalous Process detected on DEV-0070-CORP with elevated correlation to monitor device activity.
REC-0034,DEV-0070,CASE-0034,Privilege Escalation,6.4,Privilege Escalation detected on DEV-0070-CORP with elevated correlation to monitor device activity.
REC-0616,DEV-0054,CASE-0616,Malware Signature,10.3,Malware Signature detected on DEV-0054-CORP with elevated correlation to restrict network access.
REC-0616,DEV-0054,CASE-0616,Data Exfiltration Pattern,0.2,Data Exfiltration Pattern detected on DEV-0054-CORP with elevated correlation to restrict network access.
REC-0616,DEV-0054,CASE-0616,Failed Logins,36.0,Failed Logins detected on DEV-0054-CORP with elevated correlation to restrict network access.
REC-0616,DEV-0054,CASE-0616,Anomalous Process,27.9,Anomalous Process detected on DEV-0054-CORP with elevated correlation to restrict network access.
REC-0616,DEV-0054,CASE-0616,Suspicious DNS Query,25.6,Suspicious DNS Query detected on DEV-0054-CORP with elevated correlation to restrict network access.
REC-0461,DEV-0219,CASE-0461,Failed Logins,23.0,Failed Logins detected on DEV-0219-CORP with elevated correlation to deploy security patch.
REC-0461,DEV-0219,CASE-0461,Suspicious DNS Query,37.0,Suspicious DNS Query detected on DEV-0219-CORP with elevated correlation to deploy security patch.
REC-0461,DEV-0219,CASE-0461,Malware Signature,39.9,Malware Signature detected on DEV-0219-CORP with elevated correlation to deploy security patch.
REC-0854,DEV-0071,CASE-0854,Failed Logins,40.8,Failed Logins detected on DEV-0071-CORP with elevated correlation to isolate endpoint.
REC-0854,DEV-0071,CASE-0854,Patch Violation,48.7,Patch Violation detected on DEV-0071-CORP with elevated correlation to isolate endpoint.
REC-0854,DEV-0071,CASE-0854,Anomalous Process,4.5,Anomalous Process detected on DEV-0071-CORP with elevated correlation to isolate endpoint.
REC-0854,DEV-0071,CASE-0854,Data Exfiltration Pattern,6.1,Data Exfiltration Pattern detected on DEV-0071-CORP with elevated correlation to isolate endpoint.
REC-0122,DEV-0098,CASE-0122,Network Activity,25.5,Network Activity detected on DEV-0098-CORP with elevated correlation to revoke admin credentials.
REC-0122,DEV-0098,CASE-0122,Privilege Escalation,45.9,Privilege Escalation detected on DEV-0098-CORP with elevated correlation to revoke admin credentials.
REC-0122,DEV-0098,CASE-0122,Anomalous Process,28.6,Anomalous Process detected on DEV-0098-CORP with elevated correlation to revoke admin credentials.
REC-0992,DEV-0182,CASE-0992,Privilege Escalation,12.3,Privilege Escalation detected on DEV-0182-CORP with elevated correlation to isolate endpoint.
REC-0992,DEV-0182,CASE-0992,Anomalous Process,75.0,Anomalous Process detected on DEV-0182-CORP with elevated correlation to isolate endpoint.
REC-0992,DEV-0182,CASE-0992,Malware Signature,2.4,Malware Signature detected on DEV-0182-CORP with elevated correlation to isolate endpoint.
REC-0992,DEV-0182,CASE-0992,Network Activity,1.6,Network Activity detected on DEV-0182-CORP with elevated correlation to isolate endpoint.
REC-0992,DEV-0182,CASE-0992,Patch Violation,8.7,Patch Violation detected on DEV-0182-CORP with elevated correlation to isolate endpoint.
REC-0103,DEV-0172,CASE-0103,Network Activity,8.9,Network Activity detected on DEV-0172-CORP with elevated correlation to force password reset.
REC-0103,DEV-0172,CASE-0103,Malware Signature,80.5,Malware Signature detected on DEV-0172-CORP with elevated correlation to force password reset.
REC-0103,DEV-0172,CASE-0103,Anomalous Process,10.6,Anomalous Process detected on DEV-0172-CORP with elevated correlation to force password reset.
REC-0580,DEV-0041,CASE-0580,Network Activity,9.7,Network Activity detected on DEV-0041-CORP with elevated correlation to force password reset.
REC-0580,DEV-0041,CASE-0580,Anomalous Process,13.3,Anomalous Process detected on DEV-0041-CORP with elevated correlation to force password reset.
REC-0580,DEV-0041,CASE-0580,Suspicious DNS Query,6.2,Suspicious DNS Query detected on DEV-0041-CORP with elevated correlation to force password reset.
REC-0580,DEV-0041,CASE-0580,Malware Signature,38.1,Malware Signature detected on DEV-0041-CORP with elevated correlation to force password reset.
REC-0580,DEV-0041,CASE-0580,Privilege Escalation,32.6,Privilege Escalation detected on DEV-0041-CORP with elevated correlation to force password reset.
REC-0527,DEV-0139,CASE-0527,Network Activity,22.1,Network Activity detected on DEV-0139-CORP with elevated correlation to deploy security patch.
REC-0527,DEV-0139,CASE-0527,Failed Logins,56.5,Failed Logins detected on DEV-0139-CORP with elevated correlation to deploy security patch.
REC-0527,DEV-0139,CASE-0527,Data Exfiltration Pattern,8.1,Data Exfiltration Pattern detected on DEV-0139-CORP with elevated correlation to deploy security patch.
REC-0527,DEV-0139,CASE-0527,Patch Violation,13.3,Patch Violation detected on DEV-0139-CORP with elevated correlation to deploy security patch.
REC-0985,DEV-0002,CASE-0985,Patch Violation,20.0,Patch Violation detected on DEV-0002-CORP with elevated correlation to force password reset.
REC-0985,DEV-0002,CASE-0985,Malware Signature,44.0,Malware Signature detected on DEV-0002-CORP with elevated correlation to force password reset.
REC-0985,DEV-0002,CASE-0985,Anomalous Process,10.7,Anomalous Process detected on DEV-0002-CORP with elevated correlation to force password reset.
REC-0985,DEV-0002,CASE-0985,Data Exfiltration Pattern,25.2,Data Exfiltration Pattern detected on DEV-0002-CORP with elevated correlation to force password reset.
REC-0178,DEV-0163,CASE-0178,Patch Violation,21.9,Patch Violation detected on DEV-0163-CORP with elevated correlation to quarantine device.
REC-0178,DEV-0163,CASE-0178,Privilege Escalation,25.1,Privilege Escalation detected on DEV-0163-CORP with elevated correlation to quarantine device.
REC-0178,DEV-0163,CASE-0178,Network Activity,53.1,Network Activity detected on DEV-0163-CORP with elevated correlation to quarantine device.
REC-0524,DEV-0075,CASE-0524,Anomalous Process,19.8,Anomalous Process detected on DEV-0075-CORP with elevated correlation to isolate endpoint.
REC-0524,DEV-0075,CASE-0524,Failed Logins,31.3,Failed Logins detected on DEV-0075-CORP with elevated correlation to isolate endpoint.
REC-0524,DEV-0075,CASE-0524,Privilege Escalation,38.7,Privilege Escalation detected on DEV-0075-CORP with elevated correlation to isolate endpoint.
REC-0524,DEV-0075,CASE-0524,Network Activity,10.2,Network Activity detected on DEV-0075-CORP with elevated correlation to isolate endpoint.
REC-0381,DEV-0192,CASE-0381,Privilege Escalation,16.5,Privilege Escalation detected on DEV-0192-CORP with elevated correlation to monitor device activity.
REC-0381,DEV-0192,CASE-0381,Failed Logins,2.9,Failed Logins detected on DEV-0192-CORP with elevated correlation to monitor device activity.
REC-0381,DEV-0192,CASE-0381,Suspicious DNS Query,0.1,Suspicious DNS Query detected on DEV-0192-CORP with elevated correlation to monitor device activity.
REC-0381,DEV-0192,CASE-0381,Patch Violation,72.7,Patch Violation detected on DEV-0192-CORP with elevated correlation to monitor device activity.
REC-0381,DEV-0192,CASE-0381,Malware Signature,7.8,Malware Signature detected on DEV-0192-CORP with elevated correlation to monitor device activity.
REC-0841,DEV-0164,CASE-0841,Anomalous Process,3.4,Anomalous Process detected on DEV-0164-CORP with elevated correlation to isolate endpoint.
REC-0841,DEV-0164,CASE-0841,Privilege Escalation,30.0,Privilege Escalation detected on DEV-0164-CORP with elevated correlation to isolate endpoint.
REC-0841,DEV-0164,CASE-0841,Malware Signature,24.8,Malware Signature detected on DEV-0164-CORP with elevated correlation to isolate endpoint.
REC-0841,DEV-0164,CASE-0841,Patch Violation,9.1,Patch Violation detected on DEV-0164-CORP with elevated correlation to isolate endpoint.
REC-0841,DEV-0164,CASE-0841,Network Activity,32.7,Network Activity detected on DEV-0164-CORP with elevated correlation to isolate endpoint.
REC-0853,DEV-0067,CASE-0853,Privilege Escalation,5.0,Privilege Escalation detected on DEV-0067-CORP with elevated correlation to revoke admin credentials.
REC-0853,DEV-0067,CASE-0853,Failed Logins,1.2,Failed Logins detected on DEV-0067-CORP with elevated correlation to revoke admin credentials.
REC-0853,DEV-0067,CASE-0853,Network Activity,11.4,Network Activity detected on DEV-0067-CORP with elevated correlation to revoke admin credentials.
REC-0853,DEV-0067,CASE-0853,Malware Signature,82.5,Malware Signature detected on DEV-0067-CORP with elevated correlation to revoke admin credentials.
REC-0126,DEV-0206,CASE-0126,Failed Logins,40.6,Failed Logins detected on DEV-0206-CORP with elevated correlation to deploy security patch.
REC-0126,DEV-0206,CASE-0126,Data Exfiltration Pattern,22.2,Data Exfiltration Pattern detected on DEV-0206-CORP with elevated correlation to deploy security patch.
REC-0126,DEV-0206,CASE-0126,Anomalous Process,34.4,Anomalous Process detected on DEV-0206-CORP with elevated correlation to deploy security patch.
REC-0126,DEV-0206,CASE-0126,Privilege Escalation,2.8,Privilege Escalation detected on DEV-0206-CORP with elevated correlation to deploy security patch.
REC-0830,DEV-0002,CASE-0830,Malware Signature,47.3,Malware Signature detected on DEV-0002-CORP with elevated correlation to quarantine device.
REC-0830,DEV-0002,CASE-0830,Network Activity,18.3,Network Activity detected on DEV-0002-CORP with elevated correlation to quarantine device.
REC-0830,DEV-0002,CASE-0830,Failed Logins,34.4,Failed Logins detected on DEV-0002-CORP with elevated correlation to quarantine device.
REC-0065,DEV-0001,CASE-0065,Data Exfiltration Pattern,6.3,Data Exfiltration Pattern detected on DEV-0001-CORP with elevated correlation to force password reset.
REC-0065,DEV-0001,CASE-0065,Privilege Escalation,57.1,Privilege Escalation detected on DEV-0001-CORP with elevated correlation to force password reset.
REC-0065,DEV-0001,CASE-0065,Anomalous Process,36.6,Anomalous Process detected on DEV-0001-CORP with elevated correlation to force password reset.
REC-0125,DEV-0210,CASE-0125,Suspicious DNS Query,28.7,Suspicious DNS Query detected on DEV-0210-CORP with elevated correlation to revoke admin credentials.
REC-0125,DEV-0210,CASE-0125,Patch Violation,49.7,Patch Violation detected on DEV-0210-CORP with elevated correlation to revoke admin credentials.
REC-0125,DEV-0210,CASE-0125,Failed Logins,7.5,Failed Logins detected on DEV-0210-CORP with elevated correlation to revoke admin credentials.
REC-0125,DEV-0210,CASE-0125,Malware Signature,4.4,Malware Signature detected on DEV-0210-CORP with elevated correlation to revoke admin credentials.
REC-0125,DEV-0210,CASE-0125,Anomalous Process,9.7,Anomalous Process detected on DEV-0210-CORP with elevated correlation to revoke admin credentials.
REC-0052,DEV-0212,CASE-0052,Suspicious DNS Query,19.8,Suspicious DNS Query detected on DEV-0212-CORP with elevated correlation to monitor device activity.
REC-0052,DEV-0212,CASE-0052,Malware Signature,15.2,Malware Signature detected on DEV-0212-CORP with elevated correlation to monitor device activity.
REC-0052,DEV-0212,CASE-0052,Failed Logins,37.8,Failed Logins detected on DEV-0212-CORP with elevated correlation to monitor device activity.
REC-0052,DEV-0212,CASE-0052,Anomalous Process,18.3,Anomalous Process detected on DEV-0212-CORP with elevated correlation to monitor device activity.
REC-0052,DEV-0212,CASE-0052,Patch Violation,9.0,Patch Violation detected on DEV-0212-CORP with elevated correlation to monitor device activity.
REC-0021,DEV-0065,CASE-0021,Suspicious DNS Query,54.1,Suspicious DNS Query detected on DEV-0065-CORP with elevated correlation to restrict network access.
REC-0021,DEV-0065,CASE-0021,Malware Signature,36.6,Malware Signature detected on DEV-0065-CORP with elevated correlation to restrict network access.
REC-0021,DEV-0065,CASE-0021,Data Exfiltration Pattern,9.3,Data Exfiltration Pattern detected on DEV-0065-CORP with elevated correlation to restrict network access.
REC-0259,DEV-0095,CASE-0259,Malware Signature,11.1,Malware Signature detected on DEV-0095-CORP with elevated correlation to revoke admin credentials.
REC-0259,DEV-0095,CASE-0259,Failed Logins,7.6,Failed Logins detected on DEV-0095-CORP with elevated correlation to revoke admin credentials.
REC-0259,DEV-0095,CASE-0259,Privilege Escalation,70.5,Privilege Escalation detected on DEV-0095-CORP with elevated correlation to revoke admin credentials.
REC-0259,DEV-0095,CASE-0259,Suspicious DNS Query,9.2,Suspicious DNS Query detected on DEV-0095-CORP with elevated correlation to revoke admin credentials.
REC-0259,DEV-0095,CASE-0259,Anomalous Process,1.6,Anomalous Process detected on DEV-0095-CORP with elevated correlation to revoke admin credentials.
REC-0152,DEV-0057,CASE-0152,Network Activity,13.1,Network Activity detected on DEV-0057-CORP with elevated correlation to force password reset.
REC-0152,DEV-0057,CASE-0152,Failed Logins,10.0,Failed Logins detected on DEV-0057-CORP with elevated correlation to force password reset.
REC-0152,DEV-0057,CASE-0152,Malware Signature,30.3,Malware Signature detected on DEV-0057-CORP with elevated correlation to force password reset.
REC-0152,DEV-0057,CASE-0152,Anomalous Process,42.7,Anomalous Process detected on DEV-0057-CORP with elevated correlation to force password reset.
REC-0152,DEV-0057,CASE-0152,Data Exfiltration Pattern,3.8,Data Exfiltration Pattern detected on DEV-0057-CORP with elevated correlation to force password reset.
REC-0812,DEV-0218,CASE-0812,Suspicious DNS Query,2.6,Suspicious DNS Query detected on DEV-0218-CORP with elevated correlation to quarantine device.
REC-0812,DEV-0218,CASE-0812,Privilege Escalation,35.7,Privilege Escalation detected on DEV-0218-CORP with elevated correlation to quarantine device.
REC-0812,DEV-0218,CASE-0812,Malware Signature,43.7,Malware Signature detected on DEV-0218-CORP with elevated correlation to quarantine device.
REC-0812,DEV-0218,CASE-0812,Patch Violation,18.1,Patch Violation detected on DEV-0218-CORP with elevated correlation to quarantine device.
REC-0888,DEV-0150,CASE-0888,Privilege Escalation,0.5,Privilege Escalation detected on DEV-0150-CORP with elevated correlation to escalate to human review.
REC-0888,DEV-0150,CASE-0888,Data Exfiltration Pattern,39.1,Data Exfiltration Pattern detected on DEV-0150-CORP with elevated correlation to escalate to human review.
REC-0888,DEV-0150,CASE-0888,Failed Logins,5.9,Failed Logins detected on DEV-0150-CORP with elevated correlation to escalate to human review.
REC-0888,DEV-0150,CASE-0888,Malware Signature,14.7,Malware Signature detected on DEV-0150-CORP with elevated correlation to escalate to human review.
REC-0888,DEV-0150,CASE-0888,Network Activity,39.8,Network Activity detected on DEV-0150-CORP with elevated correlation to escalate to human review.
REC-0591,DEV-0175,CASE-0591,Suspicious DNS Query,9.1,Suspicious DNS Query detected on DEV-0175-CORP with elevated correlation to escalate to human review.
REC-0591,DEV-0175,CASE-0591,Privilege Escalation,49.2,Privilege Escalation detected on DEV-0175-CORP with elevated correlation to escalate to human review.
REC-0591,DEV-0175,CASE-0591,Network Activity,27.1,Network Activity detected on DEV-0175-CORP with elevated correlation to escalate to human review.
REC-0591,DEV-0175,CASE-0591,Malware Signature,13.4,Malware Signature detected on DEV-0175-CORP with elevated correlation to escalate to human review.
REC-0591,DEV-0175,CASE-0591,Patch Violation,1.2,Patch Violation detected on DEV-0175-CORP with elevated correlation to escalate to human review.
REC-0636,DEV-0177,CASE-0636,Network Activity,17.0,Network Activity detected on DEV-0177-CORP with elevated correlation to force password reset.
REC-0636,DEV-0177,CASE-0636,Patch Violation,28.2,Patch Violation detected on DEV-0177-CORP with elevated correlation to force password reset.
REC-0636,DEV-0177,CASE-0636,Failed Logins,17.0,Failed Logins detected on DEV-0177-CORP with elevated correlation to force password reset.
REC-0636,DEV-0177,CASE-0636,Suspicious DNS Query,27.9,Suspicious DNS Query detected on DEV-0177-CORP with elevated correlation to force password reset.
REC-0636,DEV-0177,CASE-0636,Malware Signature,9.9,Malware Signature detected on DEV-0177-CORP with elevated correlation to force password reset.
REC-0866,DEV-0190,CASE-0866,Failed Logins,13.0,Failed Logins detected on DEV-0190-CORP with elevated correlation to deploy security patch.
REC-0866,DEV-0190,CASE-0866,Network Activity,5.5,Network Activity detected on DEV-0190-CORP with elevated correlation to deploy security patch.
REC-0866,DEV-0190,CASE-0866,Privilege Escalation,81.5,Privilege Escalation detected on DEV-0190-CORP with elevated correlation to deploy security patch.
REC-0849,DEV-0152,CASE-0849,Suspicious DNS Query,1.7,Suspicious DNS Query detected on DEV-0152-CORP with elevated correlation to monitor device activity.
REC-0849,DEV-0152,CASE-0849,Data Exfiltration Pattern,7.4,Data Exfiltration Pattern detected on DEV-0152-CORP with elevated correlation to monitor device activity.
REC-0849,DEV-0152,CASE-0849,Anomalous Process,33.8,Anomalous Process detected on DEV-0152-CORP with elevated correlation to monitor device activity.
REC-0849,DEV-0152,CASE-0849,Failed Logins,57.1,Failed Logins detected on DEV-0152-CORP with elevated correlation to monitor device activity.
REC-0997,DEV-0100,CASE-0997,Patch Violation,62.2,Patch Violation detected on DEV-0100-CORP with elevated correlation to escalate to human review.
REC-0997,DEV-0100,CASE-0997,Malware Signature,28.3,Malware Signature detected on DEV-0100-CORP with elevated correlation to escalate to human review.
REC-0997,DEV-0100,CASE-0997,Suspicious DNS Query,1.7,Suspicious DNS Query detected on DEV-0100-CORP with elevated correlation to escalate to human review.
REC-0997,DEV-0100,CASE-0997,Data Exfiltration Pattern,7.8,Data Exfiltration Pattern detected on DEV-0100-CORP with elevated correlation to escalate to human review.
REC-0449,DEV-0186,CASE-0449,Anomalous Process,41.9,Anomalous Process detected on DEV-0186-CORP with elevated correlation to deploy security patch.
REC-0449,DEV-0186,CASE-0449,Malware Signature,14.0,Malware Signature detected on DEV-0186-CORP with elevated correlation to deploy security patch.
REC-0449,DEV-0186,CASE-0449,Privilege Escalation,41.3,Privilege Escalation detected on DEV-0186-CORP with elevated correlation to deploy security patch.
REC-0449,DEV-0186,CASE-0449,Data Exfiltration Pattern,2.7,Data Exfiltration Pattern detected on DEV-0186-CORP with elevated correlation to deploy security patch.
REC-0875,DEV-0248,CASE-0875,Failed Logins,12.6,Failed Logins detected on DEV-0248-CORP with elevated correlation to escalate to human review.
REC-0875,DEV-0248,CASE-0875,Suspicious DNS Query,39.2,Suspicious DNS Query detected on DEV-0248-CORP with elevated correlation to escalate to human review.
REC-0875,DEV-0248,CASE-0875,Network Activity,34.3,Network Activity detected on DEV-0248-CORP with elevated correlation to escalate to human review.
REC-0875,DEV-0248,CASE-0875,Patch Violation,13.9,Patch Violation detected on DEV-0248-CORP with elevated correlation to escalate to human review.
REC-0730,DEV-0121,CASE-0730,Network Activity,65.5,Network Activity detected on DEV-0121-CORP with elevated correlation to force password reset.
REC-0730,DEV-0121,CASE-0730,Data Exfiltration Pattern,21.7,Data Exfiltration Pattern detected on DEV-0121-CORP with elevated correlation to force password reset.
REC-0730,DEV-0121,CASE-0730,Failed Logins,12.8,Failed Logins detected on DEV-0121-CORP with elevated correlation to force password reset.
REC-0539,DEV-0152,CASE-0539,Data Exfiltration Pattern,24.0,Data Exfiltration Pattern detected on DEV-0152-CORP with elevated correlation to deploy security patch.
REC-0539,DEV-0152,CASE-0539,Anomalous Process,2.9,Anomalous Process detected on DEV-0152-CORP with elevated correlation to deploy security patch.
