limitation_id,recommendation_id,limitation,severity,impact
LIM-00864,REC-0797,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00865,REC-0798,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00866,REC-0798,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00867,REC-0800,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00868,REC-0801,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00869,REC-0804,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00870,REC-0805,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00871,REC-0805,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00872,REC-0806,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00873,REC-0806,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00874,REC-0807,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00875,REC-0808,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00876,REC-0808,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00877,REC-0809,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00878,REC-0809,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00879,REC-0810,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00880,REC-0811,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00881,REC-0811,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00882,REC-0814,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00883,REC-0816,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00884,REC-0817,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00885,REC-0818,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00886,REC-0819,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00887,REC-0819,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00888,REC-0822,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00889,REC-0823,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00890,REC-0824,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00891,REC-0824,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00892,REC-0825,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00893,REC-0826,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00894,REC-0827,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00895,REC-0827,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00896,REC-0828,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00897,REC-0829,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00898,REC-0831,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00899,REC-0831,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00900,REC-0832,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00901,REC-0832,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00902,REC-0833,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00903,REC-0833,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00904,REC-0835,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00905,REC-0835,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00906,REC-0836,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00907,REC-0837,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00908,REC-0838,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00909,REC-0839,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00910,REC-0841,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00911,REC-0841,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00912,REC-0842,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00913,REC-0842,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00914,REC-0843,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00915,REC-0844,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00916,REC-0844,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00917,REC-0845,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00918,REC-0845,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00919,REC-0846,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00920,REC-0847,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00921,REC-0847,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00922,REC-0848,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00923,REC-0849,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00924,REC-0850,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00925,REC-0850,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00926,REC-0851,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00927,REC-0852,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00928,REC-0852,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00929,REC-0853,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00930,REC-0853,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00931,REC-0854,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00932,REC-0855,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00933,REC-0856,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00934,REC-0857,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00935,REC-0858,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00936,REC-0858,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00937,REC-0859,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00938,REC-0860,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00939,REC-0861,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00940,REC-0862,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00941,REC-0862,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00942,REC-0863,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00943,REC-0864,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00944,REC-0864,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00945,REC-0865,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00946,REC-0866,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00947,REC-0867,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00948,REC-0868,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00949,REC-0870,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00950,REC-0870,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00951,REC-0871,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00952,REC-0872,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00953,REC-0872,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00954,REC-0873,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00955,REC-0874,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00956,REC-0875,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00957,REC-0875,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00958,REC-0876,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00959,REC-0877,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00960,REC-0879,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00961,REC-0880,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00962,REC-0881,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00963,REC-0881,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00964,REC-0883,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00965,REC-0883,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00966,REC-0884,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00967,REC-0885,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00968,REC-0885,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00969,REC-0886,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00970,REC-0888,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00971,REC-0888,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00972,REC-0890,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00973,REC-0893,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00974,REC-0893,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00975,REC-0895,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00976,REC-0896,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00977,REC-0897,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00978,REC-0899,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00979,REC-0899,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00980,REC-0900,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00981,REC-0901,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00982,REC-0904,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00983,REC-0904,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00984,REC-0905,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00985,REC-0906,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00986,REC-0906,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00987,REC-0908,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00988,REC-0908,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00989,REC-0909,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00990,REC-0910,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00991,REC-0911,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00992,REC-0911,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00993,REC-0912,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00994,REC-0915,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00995,REC-0916,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00996,REC-0917,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00997,REC-0917,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00998,REC-0918,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00999,REC-0919,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-01000,REC-0920,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-01001,REC-0921,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-01002,REC-0922,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-01003,REC-0922,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-01004,REC-0923,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-01005,REC-0923,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-01006,REC-0925,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-01007,REC-0925,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-01008,REC-0926,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-01009,REC-0927,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-01010,REC-0929,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-01011,REC-0931,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-01012,REC-0933,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-01013,REC-0933,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-01014,REC-0934,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-01015,REC-0935,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-01016,REC-0936,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-01017,REC-0938,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-01018,REC-0939,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-01019,REC-0939,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-01020,REC-0940,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-01021,REC-0941,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-01022,REC-0941,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-01023,REC-0943,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-01024,REC-0945,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-01025,REC-0945,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-01026,REC-0947,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-01027,REC-0947,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-01028,REC-0949,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-01029,REC-0951,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-01030,REC-0951,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-01031,REC-0952,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-01032,REC-0952,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-01033,REC-0953,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-01034,REC-0953,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-01035,REC-0954,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-01036,REC-0954,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-01037,REC-0955,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-01038,REC-0955,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-01039,REC-0956,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-01040,REC-0956,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-01041,REC-0957,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-01042,REC-0957,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-01043,REC-0958,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-01044,REC-0960,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-01045,REC-0961,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-01046,REC-0963,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-01047,REC-0965,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-01048,REC-0965,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-01049,REC-0966,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-01050,REC-0966,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-01051,REC-0967,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-01052,REC-0969,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-01053,REC-0970,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-01054,REC-0970,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-01055,REC-0971,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-01056,REC-0972,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-01057,REC-0975,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-01058,REC-0975,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-01059,REC-0976,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-01060,REC-0976,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-01061,REC-0977,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-01062,REC-0977,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-01063,REC-0978,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-01064,REC-0978,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-01065,REC-0979,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-01066,REC-0981,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-01067,REC-0981,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-01068,REC-0982,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-01069,REC-0982,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-01070,REC-0983,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-01071,REC-0985,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-01072,REC-0985,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-01073,REC-0986,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-01074,REC-0987,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-01075,REC-0987,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-01076,REC-0989,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-01077,REC-0990,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-01078,REC-0991,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-01079,REC-0992,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-01080,REC-0993,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-01081,REC-0993,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-01082,REC-0995,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-01083,REC-0996,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-01084,REC-0996,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-01085,REC-0997,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-01086,REC-1000,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-01087,REC-1000,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
